categories;phrase;translation
Osobine Pridjevi Raspoloženje;smiren;spokojny
Osobine Pridjevi Raspoloženje;uznemiren;zdenerwowany
Osobine Pridjevi;zanimljiv;ciekawy
Hrana Pridjevi;svježi;świeży
Hrana Pridjevi;truo;zgniły
Pridjevi;opasan;niebezpieczny
Osobine Pridjevi;točan;dokładny
Pridjevi;netočan;niedokładny
Pridjevi Trgovina;skup;drogi
Pridjevi;jeftin;tani
Pridjevi;pravi;prawdziwy
Pridjevi;lažan;fałszywy
Pridjevi;otvoren;otwarty
Pridjevi;zatvoren;zamknięty
Pridjevi;pun;pełny
Osobine Pridjevi;dobroćudan;życzliwy
Osobine;zloban;złośliwy
Osobine;nestrpljiv;niecierpliwy
Osobine;zadovoljan;zadowolony
Osobine;nezadovoljan;niezadowolony
Osobine;osjećajan;uczuciowy
Osobine;neosjećajan;nieczuły
Osobine Pridjevi;pogrešan;błędny
Osobine Pridjevi;ispravan;prawidłowy
Fraze Mjesta;Bili smo u Budimpešti;Byliśmy w Budapeszcie
Fraze;Kakvi su tvoji dojmovi?;Jakie są twoje wrażenia?
Mjesta Odmor;stari grad;stare miasto
Fraze Mjesta Odmor;Bili smo na stonskim zidinama;Byliśmy na stońskich murach
Fraze;Malo sam se bojao;Trochę się bałem
Fraze;mnogo turista iz Turske, arapskih država;dużo turystów z Turcji, arabskich krajów
Fraze;Muzej opsade Sarajeva;muzeum oblężenia Sarajewa
Mjesta;ratni muzej;muzeum wojny
Glagoli Pokret;skrenuti;skręcić
Fraze;lagano ljetno štivo;lekka letnia lektura
Hobi Mjesta;filmski festival;festiwal filmowy
Imenice Stvari;članak;artykuł
Imenice;član;członek
Fraze;Po zanimanju je pravnik;Z zawodu jest prawnikiem
Imenice Posao;zanimanje;zawód
Imenice Mjesta Škola;gimnazija;liceum
Imenice Škola;odgojitelj;wychowawca
Mjesta;stambena zgrada;budynek mieszkalny
Imenice Obitelj;odgoj;wychowanie
Imenice Priroda Životinje;plamenac;flaming
Imenice Škola;bilježnica;zeszyt
Sport Škola;tjelesni odgoj;wychowanie fizyczne
Brojevi Glagoli Posao Škola;izračunati;wyliczyć
Škola;srednja škola;szkoła średnia
Imenice;prosjek;średnia, przeciętnie
Škola;vježbenica;zeszyt ćwiczeń
Imenice Škola;prvašić;pierwszak
Posao;prema podacima;według danych
Imenice Posao Škola;podaci;dane
Konektori;odnosno;to jest
Imenice Odjeće Sport;sportske cipele;tenisówki
Glagoli Svakidašnji;složiti se;zgodzić się
Škola;oprema za tjelesni;wyposażenie na WF
Imenice;usporedba;porównanie
Imenice Posao;struka;zawód
Glagoli Vrijeme;zaustavljati;zatrzymać, zapauzować
Imenice Priroda;glinamol;glina
Imenice Škola;plastelin;plastelina
Stvari;u prosjeku;średnio
Fraze Hrana;na jelovniku;w menu
Imenice Škola;bojice;kredki
Imenice Škola;olovka;ołówek
Imenice Škola;kemijska olovka;długopis
Imenice Škola;ljepilo;klej
Imenice Škola;škare;nożyczki
Imenice Škola;šiljilo;temperówka
Imenice Škola;ravnalo;linijka
Imenice Posao Škola;fascikl;skoroszyt
Imenice Škola;gumica;gumka
Imenice Posao Škola;mapa;folder
Konektori;poput;taki jak
Imenice Škola;pernica;piórnik
Imenice Škola;kutomjer;kątomierz
Imenice Škola;šestar;cyrkiel
Imenice Priroda;ugljen;węgiel
Imenice Škola;kut;kąt
Prostor Svakidašnji;nigdje;nigdzie
Brojevi Svakidašnji;ispod nule;poniżej zera
Fraze Vrijeme;za vrijeme Uskrs;na Wielkanoc
Fraze;napiši mi;napisz mi
Imenice Nacije Osobine Svakidašnji;podrijetlo;pochodzenie
Fraze Nacije;On je porijeklom iz Poljske;On pochodzi z Polski
Svakidašnji Tijelo;krvna grupa;grupa krwi
Imenice Osobine Svakidašnji;cimer;współlokator
Pridjevi Svakidašnji;drukčije;inne
Imenice Osobine;karakter;charakter
Imenice Nacije;domoljublje;patriotyzm
Imenice Stvari;barjaktar;nosiciel flagi
Nacije Osobine Pridjevi Svakidašnji;domoljubiv;patriotyczny
Fraze;kad kreće s početne stanice;kiedy rusza z początkowego przystanku
Pridjevi Svakidašnji Vrijeme;prethodna;poprzednie
Fraze;prošla dva filma;poprzednie dwa filmy
Piće Trgovina;unučić;małpka
Fraze Piće Svakidašnji Trgovina;žestoka alkoholna pića;mocny alkohol
Prilozi;kontroverzno;kontrowersyjnie
Prilozi Svakidašnji;uzalud;na marne
Imenice Osobine;infišan;przekonany o czymś, opętany
Imenice Svakidašnji Vrijeme;preša;pośpiech
Imenice Osobine;šempjan;lekkomyślny, nieodpowiedzialny
Prilozi Svakidašnji;mukte;bezpłatnie
Imenice Svakidašnji;šoldi;pieniądze
Mjesta Svakidašnji Trgovina;benzinska postaja;stacja benzynowa
Svakidašnji Vrijeme;najgore vrijeme;najgorszy czas
Fraze Priroda;Sva su stabla žuta.;Wszystkie drzewa są żółte
Fraze Priroda;Pada lišće.;Spadają liście.
Odmor Sport;ići na bazen;iść na basen
Nacije;kašupski jezik;kaszubski język
Mjesta Nacije;Velikopoljska;Wielkopolska
Stvari;materinski jezik;język ojczysty
Stvari;strani jezik;obcy język
Osobine;izvorni govornik;native speaker
Osobine;neizvorni govornik;nie native speaker
Osobine Pridjevi;dvojezični;dwujęzyczny
Fraze Posao;tečno govoriti jezik;mówić płynnie w języku
Glagoli Posao Škola;prevoditi;tłumaczyć
Glagoli Posao Škola;prevesti;przetłumaczyć
Imenice Posao;prevoditelj;tłumacz
Imenice Posao;prijevod;tłumaczenie (dokument)
Imenice Posao;prevođenje;tłumaczenie (proces)
Škola;stupanj učenja;stopień nauki
Glagoli Posao Škola;napredovati;postępować
Imenice;poliglot;poliglota
Fraze;govoriti bez dlake na jeziku;mówić bez owijania w bawełnę
Fraze;ne govoriti isti jezik;nie mieć wspólnego języka
Nacije;Indijac;Indyjczyk
Fraze;Ne znam jesu li još uvijek dostupni;Nie wiem czy są jeszcze dostępne
Fraze Škola;u osnovnoj školi;w szkole podstawowej
Imenice Mjesta Škola;planetarij;planetarium
Hobi Imenice Mjesta;zvjezdarnica;obserwatorium astronomiczne
Fraze;poznat je po oštrom jeziku;znany jest z ostrego języka
Fraze;Kad(a) si počeo učiti kineski jezik?;Kiedy zacząłeś uczyć się chińskiego?
Fraze;Moj bratić prevodi s hrvatskog na finski.;Mój kuzyn tłumaczy z chorwackiego na fiński.
Fraze;imati nešto na vrhu jezika;mieć coś na końcu języka
Fraze Tijelo;dugačak jezik;długi język
Osobine Stvari;zajednički jezik;wspólny język
Posao;službeni jezik;język urzędowy
Fraze;jezikova juha;językowa zupa / wiązanka
Glagoli Tijelo;pljuvati;pluć
Glagoli;frfljati;bełkotać
Glagoli Posao Vrijeme;sastančiti;spędzać czas na spotkaniach
Prilozi;urnebesno;przezabawnie
Glagoli;iskeširati;płacić
Fraze Raspoloženje;Snašao sam se!;Dałem radę!
Pridjevi;očuvan;zachowany
Imenice Obitelj Svakidašnji Tijelo;pusa;buziak
Imenice Stvari;temelj;podstawa, fundament
Imenice Stvari;sumpor;siarka
Imenice Mjesta;pećina;jaskinia
Imenice Stvari;plin;gaz
Imenice Stvari;grijalica;grzejnik
Fraze Hrana;praviti vino;robić wino
Fraze;Izašao je treći dio Terrifiera;Wyszła trzecia część Terrifiera
Pridjevi;kontroverzan;kontrowersyjny
Fraze;Nema djeteta u parku.;Nie ma dziecka w parku.
Fraze;čekamo dijete;oczekujemy dziecka
Fraze;Veselimo se djetetu;Radujemy się dzieckiem
Fraze;Razgovaramo o djetetu;Rozmawiamy o dziecku
Fraze;Idemo s djetetom;Idziemy z dzieckiem
Fraze;Danas nemamo lijepo vrijeme;Nie mamy dziś ładnej pogody
Imenice Posao Priroda;poljoprivreda;rolnictwo, uprawa ziemi
Imenice Životinje;vodomar;zimorodek
Biljke Imenice;lijeska;leszczyna
Biljke Imenice;joha;olcha
Imenice Tijelo;bubica;pryszcz, zmiana na skórze
Imenice Stvari;kapaljka;zakraplacz, pipeta
Imenice Stvari;kriterij, mjerilo;kryterium, miara
Biljke Imenice;heljda;gryka
Imenice Priroda;lokva;kałuża
Biljke Imenice;berba;zbiór
Fraze Pokret Životinje;jahati konja, devu, magarca;ujeżdżać konia, wielbłąda, osła
Imenice Životinje;hipopotam;hipopotam
Imenice Životinje;šapa;łapa
Imenice Mjesta Posao;gospodarstvo;gospodarstwo, farma
Imenice Životinje;kit ubojica;orka
Glagoli Priroda Svakidašnji Životinje;nestati;wyginąć, zniknąć
Imenice Mjesta;kej;nadbrzeże
Hrana Imenice Životinje;sleđ;śledź
Glagoli Tijelo;izdisati;wydychać
Glagoli Tijelo;dijagnosticirati;diagnozować
Imenice Tijelo;hunjavica;nieżyt nosa
Fraze Tijelo;začepljen nos;zapchany nos
Glagoli Tijelo;umirati;umierać
Imenice Stvari;zalihe;zapasy
Imenice;ljubitelj / obožavatelj;miłośnik
Fraze Mjesta;među stanovnicima / mještanima;pomiędzy mieszkańcami
Fraze Obitelj;s koljena na koljeno: s oca na sina, s naraštaja na naraštaj;z pokolenia na pokolenie
Imenice;pater;ojciec (ksiądz, zakonnik)
Fraze Osobine Tijelo;rumeno lice;rumiana twarz
Glagoli;probosti;przebić
Imenice Raspoloženje;strahovlada;terror
Imenice Tijelo;utroba;trzewia, wnętrzności
Imenice Stvari;sjekira;siekiera
Fraze Priroda;sveta voda;woda święcona
Imenice Raspoloženje;jeza;groza
Imenice Tijelo;kostur;kościotrup
Imenice;ubojica;morderca
Glagoli Pokret;zaobići;obejść
Glagoli Pokret;sići;zejść
Glagoli Pokret;poći;pójść
Glagoli Pokret;prolaziti;przechodzić
Glagoli Pokret;obilaziti;obchodzić
Glagoli Pokret;silaziti;schodzić
Glagoli Pokret;ulaziti;wchodzić
Glagoli Pokret;prići;podejść
Glagoli Pokret;prilaziti;podchodzić
Imenice Vrijeme;budućnost;przyszłość
Imenice Vrijeme;sadašnjost;teraźniejszość
Imenice Vrijeme;prošlost;przeszłość
Gramatyka;odmiana dijete w l. mn.;Nﾠdjeca<br>Gﾠdjece<br>Dﾠdjeci<br>Aﾠdjecu<br>Vﾠdjeco<br>Lﾠdjeci<br>Iﾠdjecom
Imenice Stvari;perspektiva;perspektywa
Imenice Mjesta Pokret Sport;staza;szlak, ścieżka
Fraze Priroda;netaknuta priroda;nienaruszona przyroda
Glagoli Životinje;loviti;polować
Pokret Sport;hodanje na krpljama;chodzenie na rakietach
Imenice Životinje;šišmiš;nietoperz
Imenice Tijelo;lubanja;czaszka
Imenice;duh;duch
Glagoli;odrubiti;odrąbać
Imenice Raspoloženje;strava;groza
Glagoli;pokopati;zakopać
Glagoli Raspoloženje Tijelo;okameniti se;skamienieć
Imenice;pokojnik;trup
Glagoli Raspoloženje;prestraviti se;przerazić się
Imenice;avet;widmo
Imenice;utvara;zjawa
Imenice;štrigun;strzyga
Imenice;vještica;wiedźma
Imenice Životinje;vukodlak;wilkołak
Glagoli;pokucati;zapukać
Imenice Stvari;biser;perła
Imenice Obitelj;udovica;wdowa
Pridjevi;zastrašujući;przerażający
Pridjevi;nadahnut;natchniony
Imenice;beštija;bestia
